"","rmse","rmse.sd","model","k","mae","mae.sd"
"78",2.74511024546349,0.223231606907563,"f2",3,2.22430015477895,0.0847569883695017
"79",2.1988884594077,0.170594919357608,"f3",3,1.82540834299207,0.193549394621583
"80",5.27395722227363,5.38018072688599,"f4",3,3.01268845231074,2.14720786170932
"81",1.99169210099201,0.459198363629256,"f1",4,1.66645910479586,0.459567058298862
"82",2.56364261922365,0.486935290274338,"f2",4,2.18136356220859,0.363420330911988
"83",2.2819801801416,0.252557151813742,"f3",4,1.88461079398609,0.0961026937089418
"84",1.97817182836496,0.494191805844116,"f4",4,1.62306974677905,0.483959681489552
"85",2.1648169882166,0.33900845170433,"f1",5,1.7463982348589,0.326920716858248
"86",2.46000680961679,0.30831294288025,"f2",5,2.06407809430555,0.292955967646557
"87",2.21609625414737,0.609778644664399,"f3",5,1.82859064407285,0.61917213660554
"88",3.08118517002163,1.93538466458802,"f4",5,2.25918571347382,1.0666393318256
"89",1.98200899966117,0.547797706494101,"f1",6,1.69176920508816,0.496020298841463
"90",2.50796149810364,0.686610353137643,"f2",6,2.11980743620857,0.734608631223478
"91",2.34919144121229,0.454144265582275,"f3",6,1.98056724017251,0.434073776821678
"92",2.57679912193225,1.24754181788803,"f4",6,2.05075069236297,1.01231290840958
"93",1.99318720276752,0.37930388366526,"f1",7,1.67100996860116,0.404051371558822
"94",2.56255893936948,0.341389389156246,"f2",7,2.13307378145206,0.415286990416646
"95",2.00477310028706,0.656719109559554,"f3",7,1.67574441589846,0.625133203133088
"96",2.03373248128564,0.487746194967896,"f4",7,1.62914579576724,0.344322256527417
"97",2.08659241325763,0.456629477193183,"f1",8,1.7783856062147,0.453845411219013
"98",2.56717931925788,0.271507555725072,"f2",8,2.17834506029929,0.30788616548767
"99",1.91541724784386,0.750423411571978,"f3",8,1.65402038235744,0.678071752011001
"100",2.38152686569766,0.603843462397677,"f4",8,1.92089184306617,0.55056353778041
"101",1.95683850620486,0.676146499120462,"f1",9,1.6376835668707,0.620035092657741
"102",2.52548549087424,0.529858230733957,"f2",9,2.19849662429549,0.49901840865005
"103",1.97753506738607,0.503534713081955,"f3",9,1.62503812451184,0.440048863306061
"104",1.97128570578864,0.731098673555069,"f4",9,1.6752829761405,0.649389670880085
"105",2.03633936299299,0.642923471079886,"f1",10,1.75472814208192,0.643342558581044
"106",2.44818435219842,0.810548869612503,"f2",10,2.14759635966063,0.734226217088892
"107",1.95617502645499,0.749389337798963,"f3",10,1.69326179255239,0.705112189900434
"108",2.18060611847048,0.689205305483301,"f4",10,1.81389552326696,0.70680838973508
"109",2.43711037928061,0.0913417414567688,"f1",2,1.99271577860597,0.143170876808544
"110",2.63103697234164,0.731283676512474,"f2",2,2.22276939080699,0.448691953404936
"111",2.23682745352991,0.0803536969843564,"f3",2,1.8976494701199,0.181557925623761
"112",2.7797752575443,0.130291320630329,"f4",2,2.24131791443896,0.159185398289067
"113",2.20972045414295,0.431391406278427,"f1",3,1.78653733828188,0.331021309095654
"114",2.43658002104956,0.104267679006961,"f2",3,2.02027322539642,0.0551255165717338
"115",2.19585201337887,0.154789897943992,"f3",3,1.78984285345641,0.101293871380687
"116",2.95504464475643,0.646193930307839,"f4",3,2.32921211495874,0.337506912172697
"117",1.99486373299838,0.436589032301198,"f1",4,1.65264069166663,0.447114155907776
"118",2.48539613702102,0.141543663984192,"f2",4,2.1016963531893,0.100967211774022
"119",2.02467161184548,0.210194219690289,"f3",4,1.65858780578486,0.263073032719031
"120",2.61365801217332,0.429316997749199,"f4",4,2.0890416987805,0.291264426098257
"121",2.24817643156321,0.708582474233114,"f1",5,1.8516841624129,0.706215584769767
"122",2.37979669483723,0.478636978861523,"f2",5,2.01563615373413,0.493599532257911
"123",2.08493652594745,0.25783735257828,"f3",5,1.75360849073239,0.293401087492426
"124",2.68284978206943,0.303593135548806,"f4",5,2.02705120478117,0.241590326673379
"125",2.06608298006778,0.499408692070126,"f1",6,1.77776855560993,0.419199228151202
"126",2.48521469276015,0.369564713047981,"f2",6,2.07405616246935,0.271042373310812
"127",2.04668114137716,0.867470941027694,"f3",6,1.80718283337312,0.79243574863668
"128",3.07590405167948,2.00438128832487,"f4",6,2.30767663762919,1.13427939742091
"129",2.04489535876049,0.614356453586758,"f1",7,1.73878055648926,0.57787642142032
"130",2.44281028378052,0.593411634250304,"f2",7,2.06923507540644,0.596716098869745
"131",2.0520374922532,0.388489435768879,"f3",7,1.75463070938441,0.352233383662411
"132",2.76790272320873,1.59939214709724,"f4",7,2.03133290158112,0.840698905162599
"133",2.12081144202018,0.365202364076987,"f1",8,1.79240006323228,0.42522120940444
"134",2.38063464591122,0.649480274463443,"f2",8,2.02743572501721,0.69018033416264
"135",2.07374048770259,0.435022484798205,"f3",8,1.73875258474772,0.518887163216172
"136",2.24307613662274,0.567773904842512,"f4",8,1.85088701777368,0.446195189455668
"137",2.01739345425132,0.766274240302458,"f1",9,1.73274292249218,0.733075085070436
"138",2.27317233987217,0.448834675465912,"f2",9,1.9080499421486,0.46729222639905
"139",1.93062317028906,0.64277527793928,"f3",9,1.63797519572045,0.546134226734021
"140",2.41797868015558,0.669614656950654,"f4",9,1.98499799270221,0.512944570320521
"141",2.11321858417015,0.604209702773563,"f1",10,1.78943027289123,0.625968571475085
"142",2.3954022616551,0.877255498332565,"f2",10,2.12456625246269,0.884185517106014
"143",2.05047653928035,0.483475010874414,"f3",10,1.72986001438933,0.456163445617186
"144",2.40762943744482,0.953051763606276,"f4",10,1.95973434244468,0.732238978632883
"145",3.70811001294455,1.82672408636577,"f1",2,2.70286889573826,0.808708055625055
"146",2.64141738125471,0.256754699632047,"f2",2,2.21244861674924,0.157155711056592
"147",2.23771019773483,0.102800189562117,"f3",2,1.86755814392926,0.131830326255256
"148",3.86544404806197,1.07944614768775,"f4",2,2.59890293934976,0.572850508431585
"149",2.23918014877985,0.325153219475374,"f1",3,1.86750755346843,0.318564308138987
"150",2.59138860472182,0.327681060850014,"f2",3,2.10360195842344,0.303100885646328
"151",2.20169384702866,0.145897428116077,"f3",3,1.75476174339623,0.18759380456657
"152",3.35670528538623,0.920984193856138,"f4",3,2.27295122340318,0.352859381614642
"153",2.77669551143274,0.716542863300344,"f1",4,2.15675182430944,0.322483560891741
"154",2.64629545306387,0.740012874736319,"f2",4,2.25556252274307,0.721795808684051
"155",2.12344132396972,0.153851963201343,"f3",4,1.7468388693665,0.194374668769675
"156",2.52994784459406,0.742165206684253,"f4",4,1.9199957935555,0.353061181148667
"157",2.22047569661782,0.472631313435691,"f1",5,1.88363095734373,0.522504724561442
"158",2.58915248045298,0.476108293734479,"f2",5,2.19327744170329,0.475838134331357
"159",2.02827303693921,0.219965800488756,"f3",5,1.61719166297332,0.161115228883946
"160",2.43061554290284,0.610228461532511,"f4",5,1.84007502472832,0.31377741816533
"161",2.08353339671867,0.28836711559448,"f1",6,1.71791579242949,0.279158536969909
"162",2.45588716611729,0.270536066641638,"f2",6,2.0750155642075,0.166053816441208
"163",2.13747244940557,0.503486312363418,"f3",6,1.80247869848703,0.506497331355621
"164",2.35009698242335,0.55669916983555,"f4",6,1.88091766420789,0.337594819770862
"165",2.04127865431347,0.45768617266115,"f1",7,1.68760848358736,0.388404424677106
"166",2.53066291978095,0.65239066310783,"f2",7,2.2188014187113,0.616103733944088
"167",2.20409600412443,0.710140197538248,"f3",7,1.80745528785264,0.638749930373038
"168",2.42624079281338,0.724032410659517,"f4",7,1.95672726279763,0.563970350005507
"169",1.94236509935951,0.618857079299132,"f1",8,1.64576562935291,0.58601223892934
"170",2.61060446780205,0.469647287921035,"f2",8,2.24655569403901,0.505643142880237
"171",1.98586179430075,0.445405657679755,"f3",8,1.63270284960244,0.550222455590687
"172",2.26785224758601,0.397212385368423,"f4",8,1.85804237928525,0.321766145453175
"173",2.14251182276695,0.841469838514505,"f1",9,1.93246497475263,0.782936876366343
"174",2.44216091534069,0.509581564196372,"f2",9,2.09119726348742,0.587667545346133
"175",1.98744646018192,0.470164894749969,"f3",9,1.63415788392023,0.423085404020464
"176",2.35041487642914,0.667552251777224,"f4",9,1.93783243449642,0.6426789738082
"177",1.94357567972864,0.693922275922069,"f1",10,1.64902599838149,0.644233000472912
"178",2.49005269335552,0.932665725348904,"f2",10,2.19593119868955,0.899177009085806
"179",2.0011245592956,0.592455535956714,"f3",10,1.67904191514269,0.596082011899321
"180",2.29139439431012,0.944231294893769,"f4",10,1.83649811448873,0.729918226439287
"181",2.69867744833112,0.327049015899263,"f1",2,2.09701669628939,0.0420862094308363
"182",2.51465119772705,0.354954662399917,"f2",2,2.11241053256224,0.459340890789196
"183",1.99851581231892,0.28493152089278,"f3",2,1.65849693175855,0.257335640087041
"184",3.43389331140867,1.8756010885012,"f4",2,2.54671599503303,1.1305737181331
"185",2.37938656493318,0.547965156530535,"f1",3,1.8931622762171,0.273554535603409
"186",2.54816934882079,0.265037599534422,"f2",3,2.09594425242667,0.232902266792643
"187",2.09601017147123,0.200567339132182,"f3",3,1.67270151050198,0.224208484319787
"188",2.83283296949786,0.352938916694436,"f4",3,2.1873136391728,0.126719988626523
"189",2.44668228311548,0.526076267759589,"f1",4,2.03076986357356,0.408271166993667
"190",2.536051177826,0.116116952178441,"f2",4,2.12401109069145,0.165339462443871
"191",2.08410234150987,0.344705838147701,"f3",4,1.71897613041983,0.257584975949127
"192",3.15758374349551,1.03339918982671,"f4",4,2.33126570408421,0.587729505639352
"193",2.17918926878533,0.104618710978913,"f1",5,1.81693010992322,0.164055641657685
"194",2.41633145833194,0.317413976412439,"f2",5,2.02039172479823,0.291942291627981
"195",2.16297579579477,0.193304908793515,"f3",5,1.7456757129213,0.208936521418474
"196",2.38117308032981,0.735197363408333,"f4",5,1.85638329512366,0.471325603532618
"197",2.0059089285782,0.415988959082462,"f1",6,1.63938029439312,0.386711499791412
"198",2.60165244204865,0.453470581640363,"f2",6,2.18424822007737,0.418642285509027
"199",2.09570714198343,0.373413980976601,"f3",6,1.7747633609062,0.378376840688025
"200",2.15321329052819,0.25725025426789,"f4",6,1.76651139715549,0.325657573109528
"201",2.07091693123242,0.663701219053523,"f1",7,1.78640063217277,0.631680656405959
"202",2.43276300708075,0.724415493456065,"f2",7,2.08609950901104,0.663117313770234
"203",2.10022013435446,0.345971943974493,"f3",7,1.76859308868979,0.370741079833728
"204",2.30338222001074,0.764671345349344,"f4",7,1.86112493089728,0.584334547857152
"205",1.87637148168317,0.378725907973879,"f1",8,1.57562845042998,0.353760384701574
"206",2.53276389327757,0.351805970029632,"f2",8,2.11752232794868,0.294028126332711
"207",2.1536447762502,0.552764063116444,"f3",8,1.7668140031135,0.490612082827769
"208",2.17723931858799,0.477384148163474,"f4",8,1.82380711663329,0.472327507487234
"209",2.09934109069939,0.589823750186289,"f1",9,1.79426091907236,0.620097147031814
"210",2.2783829379951,0.800424519571684,"f2",9,1.99242378964464,0.818092192716475
"211",2.03482571863077,0.697599545383741,"f3",9,1.76099221813077,0.67555024869626
"212",2.52453798152714,0.957132862137405,"f4",9,2.06530212891742,0.624781726852929
"213",2.10079560669992,0.387970836929261,"f1",10,1.76163398484346,0.34400908549763
"214",2.40432112380557,0.632337957730081,"f2",10,2.07221893408303,0.585305311589146
"215",2.01868307981717,0.685627014818074,"f3",10,1.7557491930442,0.681820140169676
"216",2.64654405684342,1.71509240836202,"f4",10,2.11485070960294,1.25427165988101
"217",2.243399550054,0.119415641880156,"f1",2,1.7831778762131,0.124985928401885
"218",2.47206018720518,0.600045433830984,"f2",2,2.07357192945638,0.353106895324585
"219",2.34082174810536,0.0713787086920414,"f3",2,1.9668686574712,0.0213780041129258
"220",4.07068354791775,2.26930287998408,"f4",2,2.60488338726421,0.984263530412383
"221",2.14040401461728,0.0705577263427783,"f1",3,1.74911318367338,0.161897431682709
"222",2.478373147981,0.151966958920553,"f2",3,2.11034245840004,0.140248679136628
"223",2.14174173825222,0.203803740355068,"f3",3,1.74876434853824,0.125504185216698
"224",3.32972541633366,1.08124495320072,"f4",3,2.54527138177293,0.932755815675231
"225",2.08829259590722,0.301391528221671,"f1",4,1.71870170753448,0.30712340869564
"226",2.50182116917675,0.281012590432561,"f2",4,2.13234710527702,0.275059548066963
"227",2.04233264845736,0.303429413789747,"f3",4,1.64691220433209,0.369288210622981
"228",2.87665796063501,1.19651492944584,"f4",4,2.13774804896894,0.754698381132426
"229",2.09883364303247,0.320473117172987,"f1",5,1.68694202414523,0.298660535472705
"230",2.47505794121262,0.218431531577178,"f2",5,2.07763617145047,0.141204038212606
"231",2.13486345966797,0.500034240254248,"f3",5,1.78890279339679,0.450723881078579
"232",2.62265547894704,0.799575039752155,"f4",5,2.08846673547262,0.516640519081236
"233",2.08536493522365,0.370748589712334,"f1",6,1.74340686898464,0.39615026603234
"234",2.40220360401047,0.4574608901706,"f2",6,2.07070018069749,0.514011456734048
"235",2.16644698771379,0.383485728359026,"f3",6,1.75462296728169,0.302137355622877
"236",2.33402569880151,0.550257018462576,"f4",6,1.84855696155261,0.50858757982714
"237",2.1050254578521,0.370400026842921,"f1",7,1.74809544849235,0.345257176890057
"238",2.4996808326435,0.527795384315249,"f2",7,2.14749796047987,0.609407324375766
"239",1.98915970762533,0.785042933058407,"f3",7,1.76885923493431,0.75277547154788
"240",2.32453571788874,0.814498589281985,"f4",7,1.86522371728038,0.690901536750843
"241",2.65498913051503,1.301812384495,"f1",8,2.18062144612897,1.08557604759256
"242",2.53521218711744,0.40544351144891,"f2",8,2.10915411685288,0.499115189438787
"243",2.04543493229777,0.424962378173371,"f3",8,1.68524328538568,0.449589407559959
"244",2.60845743848865,1.12071416934913,"f4",8,2.09952006991901,0.701927612756176
"245",2.12781675812678,0.53505361623319,"f1",9,1.81381539871696,0.483326318505151
"246",2.30375897346522,0.640845123834941,"f2",9,2.01384420627431,0.585167479049491
"247",1.9435785214789,0.658466474023349,"f3",9,1.65453299922054,0.609697772839146
"248",2.5798339804796,1.77406917213646,"f4",9,2.09542641122747,1.32788403753349
"249",1.87180158852006,0.711609807335096,"f1",10,1.62887213170211,0.687182169892287
"250",2.30050148232777,0.676642733407787,"f2",10,2.02672193767975,0.687254242118066
"251",2.08053962124128,0.470198890833497,"f3",10,1.76119866565997,0.499707279902958
"252",2.10668086042755,0.541256101909987,"f4",10,1.71224923738046,0.471079882172989
"253",1.9663869043922,0.180012299232938,"f1",2,1.56349500776151,0.236381181710062
"254",2.47136816757007,0.259229044464311,"f2",2,2.07994387275754,0.0962918191189073
"255",3.66701897269801,2.22567409585308,"f3",2,2.54029913898569,1.23395941139467
"256",3.43863992768685,0.201844808483158,"f4",2,2.55734449708673,0.0744070952533372
"257",2.3444769761632,0.21081538789442,"f1",3,1.94049768129099,0.264348725222038
"258",2.60387711155004,0.225674145710284,"f2",3,2.10680030510769,0.173303993496644
"259",2.10366122634291,0.318111851820797,"f3",3,1.74228141408342,0.279607124505973
"260",3.23919855271649,1.17411314656825,"f4",3,2.33227974062307,0.517851896779768
"261",2.00813544806548,0.390688579612022,"f1",4,1.68403205872234,0.294424853024909
"262",2.57925824465522,0.504821109276045,"f2",4,2.16534206626958,0.452965342995239
"263",2.3772368466501,0.569973006189944,"f3",4,1.86971323265211,0.311592484307748
"264",2.70045533521885,1.03319346614305,"f4",4,1.98882247385724,0.56762806982001
"265",2.0253203853581,0.319231206945074,"f1",5,1.65570671588037,0.255337804196477
"266",2.46307852897076,0.450306692416246,"f2",5,2.08482602020033,0.531537669995566
"267",2.03531956124197,0.551509382271824,"f3",5,1.68752163547703,0.496355446824631
"268",2.32236288959663,0.652618868736901,"f4",5,1.88364600001216,0.557161521730322
"269",2.29432103944261,0.305255061634536,"f1",6,1.88776491821092,0.289701412744333
"270",2.40315774655648,0.433509765674232,"f2",6,2.00561711544359,0.346723357957749
"271",2.12192323138588,0.49324517943246,"f3",6,1.78515774590053,0.477660496682428
"272",2.03258328749631,0.363945403376196,"f4",6,1.72765069684939,0.313448376846291
"273",2.00221796724749,0.388094169098557,"f1",7,1.62972137234473,0.449261307019748
"274",2.3900543011689,0.763438405100352,"f2",7,2.07784243244827,0.743869293254383
"275",1.99792868165652,0.601126956257558,"f3",7,1.7154619494705,0.578023746952745
"276",3.45132720709396,3.28355123959337,"f4",7,2.41483566616547,1.75713993930016
"277",1.96496738977251,0.605929615185761,"f1",8,1.65634420702648,0.63134975896042
"278",2.38168230579138,0.555679058028169,"f2",8,2.02301404687925,0.491296659226598
"279",2.04905450038192,0.496892909208369,"f3",8,1.71524893830726,0.514664729610868
"280",2.14127605675568,0.406487586085588,"f4",8,1.75127498672063,0.402547962089528
"281",2.03577027788064,0.698989002374911,"f1",9,1.75507783406707,0.627298770875258
"282",2.41051827848836,0.567213977762216,"f2",9,2.09618675729889,0.586031819909702
"283",2.06689392051027,0.539663559980057,"f3",9,1.73591933905179,0.57926662600045
"284",2.47551329830205,0.69226154174727,"f4",9,2.04172258857334,0.629698291060696
"285",2.01543326010529,0.510961093763745,"f1",10,1.65903746485924,0.539132606964964
"286",2.55182949814907,0.618928024458253,"f2",10,2.20119660825658,0.625837311930101
"287",2.16507443836351,0.459184559911465,"f3",10,1.77815283633109,0.363212129778103
"288",2.45727372248553,0.950926825124411,"f4",10,2.03022036281717,0.778862258002214
"289",2.51026360557511,0.0962206372550054,"f1",2,1.97985093359935,0.0223561120512771
"290",2.60366517466846,0.0457323793694311,"f2",2,2.1547937726076,0.0650341573046668
"291",2.06194800240917,0.207814290840892,"f3",2,1.67975486150159,0.12970000981472
"292",3.57432349534234,2.35393145450269,"f4",2,2.19186492580979,0.717098174641548
"293",2.05695503633088,0.188697733716687,"f1",3,1.68480962510875,0.307679129936322
"294",2.40753744486702,0.233456943215308,"f2",3,2.01680045530514,0.136210333115711
"295",2.18063096417417,0.365067786991484,"f3",3,1.80280152393689,0.36413098847623
"296",3.32725395849654,1.38159547167078,"f4",3,2.27813912784546,0.393679500509878
"297",2.14957127923608,0.339826273688117,"f1",4,1.78882817700031,0.352333820102771
"298",2.45329511639759,0.299548510365379,"f2",4,2.06777426358196,0.330478557789278
"299",2.27007721704015,0.195214375903818,"f3",4,1.84636084852995,0.132282929168732
"300",2.46644540647035,0.75326299086685,"f4",4,1.95448022592492,0.561144935293096
"301",1.93467421244589,0.464640914175162,"f1",5,1.60295408555987,0.497700578483142
"302",2.43977566575058,0.481997725152076,"f2",5,2.06295987940985,0.438011975458652
"303",2.25004987732961,0.235709784161335,"f3",5,1.84939583571802,0.293690250247471
"304",2.69267066146048,1.26887134728051,"f4",5,2.06408159245123,0.871961509794161
"305",2.33948721914342,0.672445455644356,"f1",6,1.88602036579446,0.573399858622449
"306",2.44077461275773,0.904515433737047,"f2",6,2.11821799967064,0.919788479391438
"307",2.14763624448995,0.215656777282495,"f3",6,1.81078897168593,0.245262211833806
"308",2.46344987329002,0.800091727328076,"f4",6,2.01167135587991,0.521398988332939
"309",2.31614182725076,0.576564854373675,"f1",7,1.95452896822874,0.520589864019447
"310",2.60395049869315,0.450128007739923,"f2",7,2.20641699459502,0.522661902763021
"311",2.03391491831402,0.50583885458621,"f3",7,1.70945867951803,0.500324062682776
"312",2.83078543732038,2.07456026275518,"f4",7,2.23294158552043,1.43358774786765
"313",2.00900024230398,0.367248485893438,"f1",8,1.64172697855348,0.323928976391865
"314",2.49637800378649,0.499683777150482,"f2",8,2.09215741890933,0.346805014920138
"315",2.06644778238528,0.678791416765042,"f3",8,1.78826420490802,0.613963595836632
"316",2.27912155449237,0.670255535041051,"f4",8,1.79343620451865,0.495999386587851
"317",2.0455612328603,0.649768217527506,"f1",9,1.76573949901975,0.637950591239814
"318",2.41428983789349,0.519370976237662,"f2",9,2.05604581021309,0.497703478205658
"319",2.06313105309146,0.638171359520315,"f3",9,1.75500608439319,0.646544790708788
"320",2.23307710113226,0.833044202092281,"f4",9,1.92989920537337,0.938593089803636
"321",2.00364272607691,0.887388269661814,"f1",10,1.78713547423617,0.897730344449507
"322",2.38825495119363,0.619111929034333,"f2",10,2.04294945956241,0.678102006817027
"323",1.92033932342307,0.603550891842397,"f3",10,1.65402853456158,0.611248309461876
"324",2.37707338753935,0.527441918906401,"f4",10,1.906419799314,0.457635318726351
"325",2.29700639680652,0.0714437474005532,"f1",2,1.85452026725374,0.0650128600984324
"326",2.39985204290572,0.239230778971146,"f2",2,2.02549688005921,0.396087507072946
"327",2.29549507455024,0.451324328653014,"f3",2,1.96731963512894,0.431776248718868
"328",7.08560169122158,6.83952201071527,"f4",2,3.13836610639112,2.23811152091628
"329",2.36272038354206,0.147732420730715,"f1",3,1.96343962350573,0.162412598149022
"330",2.52312280050453,0.13651878840745,"f2",3,2.06532576557681,0.157019937066774
"331",2.05526256584356,0.28691999863689,"f3",3,1.6681953669149,0.2230024983589
"332",5.03378233018092,4.91999967482613,"f4",3,2.90584955882125,1.8710284112084
"333",2.15677963742149,0.364118811662289,"f1",4,1.77032522611591,0.309931981845949
"334",2.51095250074497,0.346128603939358,"f2",4,2.12677176047838,0.286455763991989
"335",2.05234976865833,0.289731444486789,"f3",4,1.71465331780004,0.332631174072367
"336",2.49448738318914,0.369515503430049,"f4",4,2.01344028409006,0.450406117066092
"337",2.09481432674222,0.299874949057033,"f1",5,1.71419038209114,0.276870408579703
"338",2.39256576225932,0.32571123218963,"f2",5,2.01847575611358,0.259740130274587
"339",2.052364173484,0.304208653701652,"f3",5,1.6645804402159,0.320832203209624
