"","x","y","rhos_443","rhos_492","rhos_560","rhos_665","rhos_704","rhos_740","rhos_783","rhos_833","rhos_865","rhos_1614","rhos_2202","date","satellite","pond","class"
"331",5.33178635107875,50.9852105954599,0.0159328952431679,0.0197011381387711,0.0400945693254471,0.0180642884224653,0.0632261261343956,0.266874879598618,0.359909206628799,0.353056639432907,0.367882072925568,0.123305670917034,0.0537863224744797,"2015_07_06","S2A","1J1","vegetation"
"332",5.33192835107875,50.9852105954599,0.0164621751755476,0.0215800907462835,0.0425043739378452,0.0197460744529963,0.0634716600179672,0.264860898256302,0.363953024148941,0.361971199512482,0.365151971578598,0.123935602605343,0.0545718893408775,"2015_07_06","S2A","1J1","vegetation"
"333",5.33207035107875,50.9852105954599,0.0164621751755476,0.0191458929330111,0.0396130084991455,0.0183951817452908,0.0584272928535938,0.22244955599308,0.29413115978241,0.295613825321198,0.301360666751862,0.110563665628433,0.049555666744709,"2015_07_06","S2A","1J1","vegetation"
"334",5.33221235107875,50.9852105954599,0.0164621751755476,0.0188730340451002,0.0350733399391174,0.0198402348905802,0.0572587139904499,0.212624549865723,0.277956247329712,0.254685580730438,0.286582767963409,0.107465922832489,0.0483936071395874,"2015_07_06","S2A","1J1","vegetation"
"335",5.33235435107875,50.9852105954599,0.0164621751755476,0.0191121101379395,0.0385630056262016,0.0212993081659079,0.0541645847260952,0.198512181639671,0.255330741405487,0.297734439373016,0.287979662418365,0.109443292021751,0.0490917526185513,"2015_07_06","S2A","1J1","vegetation"
"346",5.33050835107875,50.9851207954599,0.0147365322336555,0.0197937805205584,0.0365226492285728,0.0215377677232027,0.0689429566264153,0.252268999814987,0.302852243185043,0.223716497421265,0.318790823221207,0.11304272711277,0.0488222353160381,"2015_07_06","S2A","1J1","vegetation"
"347",5.33065035107875,50.9851207954599,0.0147365322336555,0.0161814521998167,0.029987771064043,0.0195316430181265,0.0500331372022629,0.14715264737606,0.178014606237411,0.138900399208069,0.188953369855881,0.077746219933033,0.0343757718801498,"2015_07_06","S2A","1J1","vegetation"
"348",5.33079235107875,50.9851207954599,0.0147365322336555,0.0158615261316299,0.0271329432725906,0.0182417090982199,0.0474016852676868,0.133528053760529,0.16185662150383,0.143191456794739,0.172086149454117,0.0729861333966255,0.0324573814868927,"2015_07_06","S2A","1J1","vegetation"
"349",5.33093435107875,50.9851207954599,0.0136952856555581,0.0156688410788774,0.0282520428299904,0.0185263231396675,0.0449368208646774,0.128076672554016,0.160965889692307,0.151512891054153,0.169586002826691,0.0691304951906204,0.0311575774103403,"2015_07_06","S2A","1J1","vegetation"
"350",5.33107635107875,50.9851207954599,0.0135411471128464,0.0162142943590879,0.0285243093967438,0.0180856734514236,0.0446274355053902,0.127530843019485,0.160686805844307,0.164361029863358,0.169459626078606,0.0685254707932472,0.0310295075178146,"2015_07_06","S2A","1J1","vegetation"
"351",5.33121835107875,50.9851207954599,0.0135411471128464,0.0167945958673954,0.0295875053852797,0.0180777329951525,0.0464317724108696,0.154662176966667,0.20503243803978,0.168628171086311,0.207934632897377,0.0782953947782516,0.0339805260300636,"2015_07_06","S2A","1J1","vegetation"
